conjunto_code,principio_activo,cn_code,product_name,pvl_ref,pvpiva_ref,observation,source_page
F1,13C-urea. ORAL.,654057,"UBTEST 100 mg comprimidos recubiertos con película, 1 comprimido.",19.51,30.46,,4
F1,13C-urea. ORAL.,665273,TAU-KIT 100MG 1 COMPRIMIDO SOLUBLE.,19.51,30.46,,4
F2,Acarbosa. ORAL.,662258,"ACARBOSA TECNIGEN 50 mg comprimidos, 100 comprimidos.",4.90,7.65,,4
F2,Acarbosa. ORAL.,662260,"ACARBOSA TECNIGEN 100 mg comprimidos, 100 comprimidos.",9.80,15.30,,4
F2,Acarbosa. ORAL.,663979,ACARBOSA VIATRIS 50 MG COMPRIMIDOS. 100 comprimidos.,4.90,7.65,,4
F2,Acarbosa. ORAL.,663981,ACARBOSA VIATRIS 100 MG COMPRIMIDOS. 100 comprimidos.,9.80,15.30,,4
F3,Aceclofenaco. ORAL.,653213,"ARACENAC 100 mg comprimidos recubiertos con película, 40 comprimidos.",3.62,5.65,,4
F3,Aceclofenaco. ORAL.,653221,"ARACENAC 100 mg comprimidos recubiertos con película, 20 comprimidos.",1.81,2.83,,5
F3,Aceclofenaco. ORAL.,653630,ACECLOFENACO KERN PHARMA 100MG 20 COMPRIMIDOS EFG.,1.81,2.83,,5
F3,Aceclofenaco. ORAL.,653631,ACECLOFENACO KERN PHARMA 100MG 40 COMPRIMIDOS EFG.,3.62,5.65,,5
F3,Aceclofenaco. ORAL.,659777,"ACECLOFENACO CINFA 100 mg comprimidos recubiertos con película, 20 comprimidos.",1.81,2.83,,5
F3,Aceclofenaco. ORAL.,659778,"ACECLOFENACO CINFA 100 mg comprimidos recubiertos con película, 40 comprimidos.",3.62,5.65,,5
F3,Aceclofenaco. ORAL.,663991,"ACECLOFENACO NORMON 100 mg comprimidos recubiertos con película, 20 comprimidos.",1.81,2.83,,5
F3,Aceclofenaco. ORAL.,663992,"ACECLOFENACO NORMON 100 mg comprimidos recubiertos con película, 40 comprimidos.",3.62,5.65,,5
F3,Aceclofenaco. ORAL.,683661,"ACECLOFENACO VIR 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 20 comprimidos.",1.81,2.83,,5
F3,Aceclofenaco. ORAL.,683662,"ACECLOFENACO VIR 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 40 comprimidos.",3.62,5.65,,5
F3,Aceclofenaco. ORAL.,686022,AIRTAL 100MG 40 SOBRES.,3.62,5.65,,5
F3,Aceclofenaco. ORAL.,686030,AIRTAL 100MG 20 SOBRES.,1.81,2.83,,5
F3,Aceclofenaco. ORAL.,706012,"ACECLOFENACO STADA GENERICOS 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 20 comprimidos.",1.81,2.83,,5
F3,Aceclofenaco. ORAL.,706013,"ACECLOFENACO STADA GENERICOS 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 40 comprimidos.",3.62,5.65,,5
F3,Aceclofenaco. ORAL.,723924,AIRTAL 100MG 20 COMPRIMIDOS.,1.81,2.83,,5
F3,Aceclofenaco. ORAL.,885285,AIRTAL 100MG 40 COMPRIMIDOS.,3.62,5.65,,5
F3,Aceclofenaco. ORAL.,885293,"GERBIN comprimidos, 40 comrpimidos.",3.62,5.65,,5
F4,Aciclovir. ORAL.,650228,ACICLOVIR MABO 800MG 35 COMPRIMIDOS EFG.,33.92,52.95,,5
F4,Aciclovir. ORAL.,705669,"ACICLOVIR STADA 800 MG COMPRIMIDOS EFG, 35 comprimidos.",33.92,52.95,,5
F4,Aciclovir. ORAL.,719677,"ACICLOVIR PENSA PHARMA 800 MG COMPRIMIDOS EFG, 35 comprimidos.",33.92,52.95,,6
F4,Aciclovir. ORAL.,726291,"ACICLOVIR AUROVITAS 800 MG COMPRIMIDOS EFG, 35 comprimidos.",33.92,52.95,,6
F4,Aciclovir. ORAL.,728460,ACICLOVIR CINFA 800 MG COMPRIMIDOS EFG. 35 comprimidos.,33.92,52.95,,6
F4,Aciclovir. ORAL.,729095,"ACICLOVIR NORMON 800 mg comprimidos, 35 comprimidos.",33.92,52.95,,6
F4,Aciclovir. ORAL.,758824,"ACICLOVIR PENSA 800 MG COMPRIMIDOS EFG, 35 comprimidos.",33.92,52.95,,6
F4,Aciclovir. ORAL.,760579,ACICLOVIR CINFA 800MG 35 COMPRI DISPER EFG.,33.92,52.95,,6
F4,Aciclovir. ORAL.,807024,"ACICLOVIR SANDOZ 800 MG COMPRIMIDOS EFG, 35 comprimidos.",33.92,52.95,,6
F4,Aciclovir. ORAL.,815563,ACICLOVIR KERN PHARMA 800MG 35 COMPRIM DISPERSABLES EFG.,33.92,52.95,,6
F4,Aciclovir. ORAL.,884304,"ZOVIRAX 400 mg/5 ml SUSPENSION ORAL, 1 frasco de 100 ml.",9.69,15.13,,6
F4,Aciclovir. ORAL.,884312,"ZOVIRAX 400 mg/5 ml SUSPENSION ORAL, 1 frasco de 200 ml.",19.38,30.25,,6
F4,Aciclovir. ORAL.,909432,"ACICLOVIR ARISTO 800 mg COMPRIMIDOS DISPERSABLES EFG, 35 comprimidos.",33.92,52.95,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,650227,ACICLOVIR MABO 200MG 25 COMPRIMIDOS EFG.,6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,705668,"ACICLOVIR STADA 200 MG COMPRIMIDOS EFG, 25 comprimidos.",6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,719676,"ACICLOVIR PENSA PHARMA 200 MG COMPRIMIDOS EFG, 25 comprimidos.",6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,726290,"ACICLOVIR AUROVITAS 200 MG COMPRIMIDOS EFG, 25 comprimidos.",6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,726759,ACICLOVIR CINFA 200 MG COMPRIMIDOS EFG. 25 comprimidos.,6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,729053,"ACICLOVIR NORMON 200 mg comprimidos, 25 comprimidos.",6.28,9.80,,6
F5,Aciclovir. ORAL. PEDIÁTRICO.,758823,"ACICLOVIR PENSA 200 MG COMPRIMIDOS EFG, 25 comprimidos.",6.28,9.80,,7
F5,Aciclovir. ORAL. PEDIÁTRICO.,806687,"ACICLOVIR SANDOZ 200 MG COMPRIMIDOS EFG, 25 comprimidos.",6.28,9.80,,7
F5,Aciclovir. ORAL. PEDIÁTRICO.,815407,ACICLOVIR KERN PHARMA 200MG 25 COMPRIM DISPERSABLES EFG.,6.28,9.80,,7
F5,Aciclovir. ORAL. PEDIÁTRICO.,966333,ZOVIRAX 200MG 25 COMPRIMIDOS DISPERSABLES.,6.28,9.80,,7
F6,Ácido acetilsalicílico. ORAL.,672099,"BIOPLAK 250 mg comprimidos, 30 comprimidos.",1.60,2.50,UM,7
F6,Ácido acetilsalicílico. ORAL.,672976,"BIOPLAK 125 mg comprimidos, 30 comprimidos.",1.60,2.50,UM,7
F6,Ácido acetilsalicílico. ORAL.,681372,"ACIDO ACETILSALICILICO AUROVITAS SPAIN 100 mg COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,686580,"A.A.S. 100 mg COMPRIMIDOS, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,692274,"ACIDO ACETILSALICILICO KERN PHARMA 100 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,692309,"ACIDO ACETILSALICILICO STADA 100 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,692432,"ACIDO ACETILSALICILICO CINFAMED 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,697897,"ACIDO ACETILSALICILICO RATIO 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,697898,"ACIDO ACETILSALICILICO PENSA 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,697900,"ACIDO ACETILSALICILICO TEVA 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG, 30 comprimidos.",0.93,1.45,UM,7
F6,Ácido acetilsalicílico. ORAL.,700340,"ACIDO ACETILSALICILICO FARMALIDER 75 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.70,1.09,UM,8
F6,Ácido acetilsalicílico. ORAL.,710265,"ACIDO ACETILSALICILICO ARISTO 100 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,710266,"ACIDO ACETILSALICILICO ARISTO 100 MG COMPRIMIDOS GASTRORRESISTENTES, 100 comprimidos.",2.33,3.64,,8
F6,Ácido acetilsalicílico. ORAL.,712511,ACIDO ACETILSALICILICO TARBIS 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG 30 comprimidos.,0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,712512,ACIDO ACETILSALICILICO LIDERFEN 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG 30 comprimidos.,0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,712513,ACIDO ACETILSALICILICO ALTER 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG 30 comprimidos.,0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,715018,"ACIDO ACETILSALICILICO KRKA 100 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,723798,"ADIRO 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG, 30 comprimidos.",0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,731447,ACIDO ACETILSALICILICO VIATRIS 100 MG COMPRIMIDOS GASTRORRESISTENTES. 30 comprimidos.,0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,733224,"ACIDO ACETILSALICILICO TECNIGEN 100 MG COMPRIMIDOS GASTRORRESISTENTES, 30 comprimidos.",0.93,1.45,UM,8
F6,Ácido acetilsalicílico. ORAL.,936526,TROMALYT 300 300MG 28 CAPSULAS.,1.60,2.50,UM,8
F6,Ácido acetilsalicílico. ORAL.,936534,TROMALYT 150 150MG 28 CAPSULAS.,1.60,2.50,UM,8
F7,Ácido alendrónico. ORAL.,652096,ACIDO ALENDRONICO SEMANAL STADA 70MG 4 COMPRIM EFG.,6.40,9.99,,8
F7,Ácido alendrónico. ORAL.,652849,"ACIDO ALENDRONICO SEMANAL VIATRIS 70 mg COMPRIMIDOS EFG, 4 comprimidos.",6.40,9.99,,8
F7,Ácido alendrónico. ORAL.,656290,"ÁCIDO ALENDRÓNICO SEMANAL MABO 70 mg COMPRIMIDOS, 4 COMPRIMIDOS.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659120,"ÁCIDO ALENDRÓNICO SEMANAL DAVUR 70 mg comprimidos, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659121,ACIDO ALENDRONICO SEMANAL TEVA-RATIO 70 mg COMPRIMIDOS EFG. 4 comprimidos.,6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659132,"ACIDO ALENDRONICO SEMANAL PHARMA COMBIX 70 mg COMPRIMIDOS EFG, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659181,ÁCIDO ALENDRÓNICO SEMANAL KERN PHARMA 70 mg Comprimidos.,6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659212,"ACIDO ALENDRÓNICO SEMANAL QUALIGEN 70 mg comprimidos, 4.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659245,"ACIDO ALENDRONICO SEMANAL ORTODROL 70 mg COMPRIMIDOS EFG, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659251,"ACIDO ALENDRONICO SEMANAL ARISTO 70 mg COMPRIMIDOS EFG, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659252,"ACIDO ALENDRONICO SEMANAL TECNIGEN 70 mg comprimidos, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659406,"ACIDO ALENDRONICO SEMANAL LIDERFARM 70 mg comprimidos recubiertos con película, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659407,ACIDO ALENDRONICO SEMANAL ALMUS 70 mg comprimidos recubiertos con película 4 comprimidos.,6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,659446,"ACIDO ALENDRONICO SEMANAL VIR 70 mg comprimidos, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,661007,"ACIDO ALENDRONICO SEMANAL NORMON 70 mg Comprimidos,4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,661171,"ADELAN SEMANAL 70 mg Comprimidos, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,662982,"ACIDO ALENDRONICO SEMANAL CINFAMED 70 mg comprimidos, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,673169,"ÁCIDO ALENDRÓNICO SEMANAL ABABOR 70 mg COMPRIMIDOS, 4 comprimidos.",6.40,9.99,,9
F7,Ácido alendrónico. ORAL.,676925,SOLUDRONATE SEMANAL 70 MG SOLUCION ORAL 4 frascos unidosis de 100 ml.,6.40,9.99,,10
F7,Ácido alendrónico. ORAL.,688074,"ACIDO ALENDRONICO SEMANAL AUROVITAS SPAIN 70 mg COMPRIMIDOS EFG, 4 comprimidos.",6.40,9.99,,10
F7,Ácido alendrónico. ORAL.,696660,"ACIDO ALENDRONICO SEMANAL ALTER GENERICOS 70 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 4 comprimidos.",6.40,9.99,,10
F7,Ácido alendrónico. ORAL.,696661,"ACIDO ALENDRONICO SEMANAL PENSA 70 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 4 comprimidos.",6.40,9.99,,10
F7,Ácido alendrónico. ORAL.,862664,FOSAMAX SEMANAL 70MG 4 COMPRIMIDOS.,6.40,9.99,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,656746,"FOSAVANCE 70 mg/2.800 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,658667,ADROVANCE 70 mg/2.800 UI comprimidos 4.,11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,660088,"FOSAVANCE 70 mg/5.600 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,660438,ADROVANCE 70MG/5600UI 4 COMPRIMIDOS.,11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,661126,"FOSAVANCE 70 mg/2.800 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,702483,ACIDO ALENDRONICO/ COLECALCIFEROL TEVAGEN 70 mg/2.800 UI COMPRIMIDOS 4 comprimidos.,11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,702490,ACIDO ALENDRONICO/ COLECALCIFEROL TEVAGEN 70 MG/5.600 UI COMPRIMIDOS 4 comprimidos.,11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,708780,FOSAVANCE 70mg/5600UI comprimidos 4 comprimidos.,11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,720019,"ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL BLUEFISH 70 MG/2.800 UI COMPRIMIDOS EFG, 4 comprimidos.",11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,720023,"ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL BLUEFISH 70 MG/5.600 UI COMPRIMIDOS EFG, 4 comprimidos.",11.48,17.92,,10
F8,Ácido alendrónico y colecalciferol. ORAL.,721965,"ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL AUROVITAS 70 MG/2800 UI COMPRIMIDOS EFG, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,721966,"ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL AUROVITAS 70 MG/5600 UI COMPRIMIDOS EFG, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,723911,ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL STADA 70 MG/2.800 UI COMPRIMIDOS EFG 4 comprimidos.,11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,723912,ACIDO ALENDRONICO/ COLECALCIFEROL SEMANAL STADA 70 MG/5.600 UI COMPRIMIDOS EFG 4 comprimidos.,11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,731023,"FOSAVANCE 70 MG/5.600 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,764526,"FOSAVANCE 70 MG/2.800 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,764527,"FOSAVANCE 70 MG/5.600 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,764701,"FOSAVANCE 70 MG/2.800 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,765163,"FOSAVANCE 70 MG/5.600 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F8,Ácido alendrónico y colecalciferol. ORAL.,765581,"FOSAVANCE 70 MG/5.600 UI COMPRIMIDOS, 4 comprimidos.",11.48,17.92,,11
F9,Ácido fólico. ORAL.,700505,"ACIDO FOLICO ASPOL 10 mg, 50 cápsulas.",5.30,8.27,,11
F9,Ácido fólico. ORAL.,725579,"ACIDO FOLICO QUALIGEN 5 MG COMPRIMIDOS, 28 comprimidos.",1.60,2.50,UM,11
F9,Ácido fólico. ORAL.,756841,"ZOLICO 400, 28 COMPRIMIDOS.",1.60,2.50,UM,11
F9,Ácido fólico. ORAL.,765592,"ACIDO FOLICO ARISTO 5 MG COMPRIMIDOS, 84 comprimidos.",4.45,6.95,,11
F9,Ácido fólico. ORAL.,939579,ACFOL 5MG 28 COMPRIMIDOS.,1.60,2.50,UM,11
F10,Ácido fusídico. TOPICA.,680446,"ACIDO FUSIDICO ISDIN 20 MG/G CREMA, 1 tubo de 15 g.",1.64,2.56,,11
F10,Ácido fusídico. TOPICA.,680448,"ACIDO FUSIDICO ISDIN 20 MG/G CREMA, 1 tubo de 30 g.",3.28,5.12,,11
F10,Ácido fusídico. TOPICA.,725638,"ACIDO FUSIDICO REDOXFARMA 20 MG/G CREMA, 1 tubo de 15 g.",1.64,2.56,,11
F10,Ácido fusídico. TOPICA.,999793,FUCIDINE 2 % 15G CREMA.,1.64,2.56,,11
F10,Ácido fusídico. TOPICA.,999794,FUCIDINE 2 % 30G CREMA.,3.28,5.12,,12
F10,Ácido fusídico. TOPICA.,999795,FUCIDINE 2 % 15G POMADA.,1.64,2.56,,12
F10,Ácido fusídico. TOPICA.,999796,FUCIDINE 2 % 30G POMADA.,3.28,5.12,,12
F11,Ácido ibandrónico. ORAL.,653346,BONVIVA 150MG 1 COMPR RECUB PELIC.,8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,665933,ACIDO IBANDRONICO TEVA 150MG 3 COM REC PEL.,24.98,39.00,,12
F11,Ácido ibandrónico. ORAL.,676037,"ACIDO IBANDRONICO ALTER 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido (Al/Al).",8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,676079,"ACIDO IBANDRONICO SANDOZ 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido.",8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,676082,"ACIDO IBANDRONICO SANDOZ 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos.",24.98,39.00,,12
F11,Ácido ibandrónico. ORAL.,676261,"ACIDO IBANDRONICO ARISTO 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 1 comprimido.",8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,676263,"ACIDO IBANDRONICO ARISTO 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 3 comprimidos.",24.98,39.00,,12
F11,Ácido ibandrónico. ORAL.,677331,"ABRION 150 mg comprimidos recubiertos con pelicula, 1 comprimido.",8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,677332,"ABRION 150 mg comprimidos recubiertos con pelicula, 3 comprimidos.",24.98,39.00,,12
F11,Ácido ibandrónico. ORAL.,677629,"ACIDO IBANDRONICO KERN PHARMA 150 mg comprimidos recubiertos con pelicula, 1 comprimido.",8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,677630,"ACIDO IBANDRONICO KERN PHARMA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos.",24.98,39.00,,12
F11,Ácido ibandrónico. ORAL.,677717,ACIDO IBANDRONICO TEVA 150MG 1 COM REC PEL.,8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,678503,ACIDO IBANDRONICO VIATRIS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG. 1 comprimido.,8.33,13.00,,12
F11,Ácido ibandrónico. ORAL.,680841,"ACIDO IBANDRONICO TARBIS 150 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG, 1 comprimido.",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,680842,"ACIDO IBANDRONICO TARBIS 150 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG, 3 comprimidos.",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,681594,"ACIDO IBANDRONICO RATIOPHARM 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos (PVC/PVDC/AL).",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,681596,"ACIDO IBANDRONICO RATIOPHARM 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido (PVC/PVCD/AL).",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,681983,"ÁCIDO IBANDRÓNICO CINFA 150 mg comprimidos recubiertos con película, 1 comprimido (PVC-PVDC- Aluminio).",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,681985,"ÁCIDO IBANDRÓNICO CINFA 150 mg comprimidos recubiertos con película, 3 comprimidos (PVC- PVDC-Aluminio ).",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,683525,"ACIDO IBANDRONICO NORMON 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido.",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,683527,"ACIDO IBANDRONICO NORMON 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos.",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,683547,"ACIDO IBANDRONICO VIR 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 1 comprimido (Blister PVC-PVDC-Aluminio).",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,683549,"ACIDO IBANDRONICO VIR 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 3 comprimidos (Blister PVC-PVDC- Aluminio).",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,683551,"ACIDO IBANDRONICO STADA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido (Blister PVC/PVDC/AL).",8.33,13.00,,13
F11,Ácido ibandrónico. ORAL.,683553,"ACIDO IBANDRONICO STADA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos (Blister PVC/PVDC/ AL).",24.98,39.00,,13
F11,Ácido ibandrónico. ORAL.,685620,"ACIDO IBANDRONICO QUALIGEN 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido.",8.33,13.00,,14
F11,Ácido ibandrónico. ORAL.,688726,"ACIDO IBANDRONICO PENSA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido.",8.33,13.00,,14
F11,Ácido ibandrónico. ORAL.,688727,"ACIDO IBANDRONICO PENSA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 3 comprimidos.",24.98,39.00,,14
F11,Ácido ibandrónico. ORAL.,690283,ACIDO IBANDRONICO VIATRIS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG. 3 comprimidos.,24.98,39.00,,14
F11,Ácido ibandrónico. ORAL.,700335,"ACIDO IBANDRONICO TECNIGEN 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 1 comprimido.",8.33,13.00,,14
F11,Ácido ibandrónico. ORAL.,714184,"ACIDO IBANDRONICO AUROVITAS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 1 comprimido.",8.33,13.00,,14
F11,Ácido ibandrónico. ORAL.,714185,"ACIDO IBANDRONICO AUROVITAS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 3 comprimidos.",24.98,39.00,,14
F11,Ácido ibandrónico. ORAL.,728985,"BONVIVA 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 1 comprimido.",8.33,13.00,,14
F12,Ácido micofenólico. ORAL.,651464,"MICOFENOLATO DE MOFETILO SANDOZ 250 mg capsulas duras, 100 cápsulas.",48.43,75.60,,14
F12,Ácido micofenólico. ORAL.,651472,"MICOFENOLATO DE MOFETILO SANDOZ 500 mg comprimidos recubiertos con película, 50 comprimidos.",48.43,75.60,,14
F12,Ácido micofenólico. ORAL.,663248,"MICOFENOLATO DE MOFETIL STADA 500 mg comprimidos recubiertos con película, 50 comprimidos.",48.43,75.60,,14
F12,Ácido micofenólico. ORAL.,669209,"MICOFENOLATO DE MOFETILO ACCORD 250 mg cápsulas duras, 100 cápsulas.",48.43,75.60,,14
F12,Ácido micofenólico. ORAL.,672281,"MICOFENOLATO MOFETILO ACTAVIS 500 mg comprimidos recubiertos con película, 50 comprimidos.",48.43,75.60,,14
F12,Ácido micofenólico. ORAL.,672567,"MICOFENOLATO DE MOFETILO ACCORD 500 mg comprimidos recubiertos con película, 50 comprimidos.",48.43,75.60,,15
F12,Ácido micofenólico. ORAL.,679373,CELLCEPT 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA. 50 comprimidos.,48.43,75.60,,15
F12,Ácido micofenólico. ORAL.,679381,CELLCEPT 250 MG CAPSULAS. 100 cápsulas.,48.43,75.60,,15
F12,Ácido micofenólico. ORAL.,680417,"MICOFENOLATO MOFETILO NORMON 250 mg comprimidos recubiertos con pelicula, 100 comprimidos.",48.43,75.60,,15
F12,Ácido micofenólico. ORAL.,680418,"MICOFENOLATO MOFETILO NORMON 500 mg comprimidos recubiertos con pelicula, 50 comprimidos.",48.43,75.60,,15
F12,Ácido micofenólico. ORAL.,683032,"MICOFENOLATO DE MOFETILO KERN PHARMA 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 50 comprimidos.",48.43,75.60,,15
